id,first_name,last_name,age,parent_1,parent_1 occupation,parent_1_education,parent_2,parent_2_education,parent_2_occupation,phone,household_income,number_siblings,other_household_members,mode_transport,attendance,days_membership,school_tardiness,after_school,after_school_external,primary_student_language,primary_household_language,at_risk,homeless,special_education,state_agencies_involved,reduced_lunch,suspensions,mcas,reading_levels,attended-preschool
86709575,Lavina,Maron,8,Madeleine,Arts,associate,,,,978-721-7329,$20000 to $24999,1,,car,180,180,0,TRUE,Discovery,english,english,,,,,TRUE,,PRG,,
41424209,Arleen,Dooley,14,Lucine,Office,associate,,,,978-427-1131,$50000 to $74999,3,,walk,138,180,0,,,english,english,TRUE,,,,,,P,Partially_Meeting,TRUE
33402605,Goldie,Ianinotti,11,Margaux,Production,none,Gearalt,none,Production,978-181-7703,$50000 to $74999,2,,car,180,180,0,,,english,english,,,TRUE,,TRUE,,P,Partially_Meeting,TRUE
33566066,D'arcy,Spilisy,13,Bria,Other,bachelor's,Rossie,none,Transportation,978-316-0944,$150000 or more,3,1,car,180,180,0,,,english,english,,,,,,,P,Partially_Meeting,
25442515,Daven,Haggerty,8,Elsa,Office,trade,Merry,associate,Construction,978-451-5031,$100000 to $149999,3,4,car,555,180,0,,,spanish,english,,,,,TRUE,,P,Partially_Meeting,
30823456,Burnaby,Mosconi,7,Saraann,,associate,Izzy,,Production,978-743-5620,$35000 to $49999,2,3,car,180,180,0,,,english,english,,,,,TRUE,,P,Partially_Meeting,
28068498,Bentley,Truggian,7,Leona,Sales,associate,,,,978-094-2127,$20000 to $24999,2,4,bike,25,180,0,,,english,english,,,,,,,NI,Partially_Meeting,TRUE
90294530,Galina,Williamson,16,Corine,Service,none,Talbot,associate,Arts,978-254-4927,$75000 to $99999,0,,car,180,180,0,,,spanish,english,,,,,TRUE,,P,Not_Meeting,TRUE
90910989,Gerik,Rogan,10,Adrea,Service,associate,Colan,bachelor's,,978-967-5923,$150000 or more,1,,bike,180,180,0,,,spanish,english,,,TRUE,,,,W,Exceeding,
27366431,Lucina,Reaman,16,Lydie,,associate,,,,978-538-1997,$35000 to $49999,3,,bike,180,180,0,,,english,english,TRUE,,,,,,P,Not_Meeting,
55624581,Mick,Pakenham,11,Petronilla,Science,associate,,,,978-271-1929,$35000 to $49999,4,,car,180,180,0,,,english,english,,,,,TRUE,,P,Exceeding,
20175658,Finn,Sharpin,6,Pearla,Business,associate,Saw,associate,,978-833-6229,$75000 to $99999,3,,car,175,180,0,,,spanish,english,,,,,,,,Not_Meeting,TRUE
91951362,Robbyn,MacLaughlin,18,Brittney,Business,none,Jarib,none,,978-044-1488,$100000 to $149999,3,1,car,180,180,0,TRUE,YMCA Pentucket Lake,english,english,,,,,TRUE,,P,Partially_Meeting,
44980841,Nessy,Dearing,7,Stevana,,,Alexandro,,Natural Resources,978-374-2157,$35000 to $49999,3,,bike,52,180,0,,,,english,,TRUE,,,TRUE,,F,Meeting,
46555158,Benedick,Jacobs,14,Ammamaria,Management,none,Tristan,associate,,978-648-3437,$75000 to $99999,1,,bike,180,180,0,,,english,english,,,TRUE,TRUE,,,A,Not_Meeting,
88579087,Julieta,Hoggins,10,Loella,,none,Aldridge,bachelor's,Management,978-434-3843,$100000 to $149999,0,,bike,180,180,0,,,english,english,,,TRUE,,TRUE,,NI,Not_Meeting,
96688586,Anson,Harriday,8,Madel,Other,bachelor's,,,,978-086-7128,$50000 to $74999,2,,car,180,180,0,,,english,english,TRUE,,,,TRUE,,P,Exceeding,
35512000,Carry,Trenaman,12,Karena,Science,associate,Edsel,,Management,978-230-8228,$100000 to $149999,1,,car,180,180,0,,,spanish,english,,,TRUE,,TRUE,,P,Partially_Meeting,
77246419,Teressa,Canario,11,Reeba,Transportation,masters,,,,978-466-9172,$50000 to $74999,2,,car,180,180,0,,,spanish,english,,,,,TRUE,,A,Not_Meeting,TRUE
56432984,Martguerita,Frane,17,Rubetta,,associate,,,,978-498-2411,$50000 to $74999,0,,car,55,180,0,,,,english,,,,,TRUE,,P,Meeting,
24527085,Aldridge,Jurca,5,Ernaline,Arts,associate,,,,978-418-8148,$100000 to $149999,0,,car,175,180,0,,,english,spanish,,,TRUE,,,,,Not_Meeting,
12267187,Etheline,Blackesland,15,Gretta,Office,none,,,,978-688-7152,$75000 to $99999,2,,car,180,180,0,,,english,english,,,,,,,A,Meeting,TRUE
8674728,Aundrea,Dobsons,9,Leonore,Service,none,,,,978-179-4485,$150000 or more,4,,walk,555,180,0,,,english,english,,,,,TRUE,,P,Not_Meeting,
8805394,Licha,Tookill,14,Ashien,Sales,none,,,,978-081-3219,$50000 to $74999,4,,car,180,180,0,TRUE,Cedardale,english,english,,,,,,,P,Partially_Meeting,TRUE
57595187,Alvis,Vairow,18,Dollie,Office,masters,Franciskus,none,,978-832-1205,$10000 to $14999,4,2,car,180,180,0,TRUE,Discovery,english,english,,,,,TRUE,,NI,Partially_Meeting,
36520237,Guy,Walduck,13,Blondell,Business,none,Dennie,none,,978-492-1053,$50000 to $74999,3,,car,180,180,0,,,english,spanish,,,TRUE,,,,NI,Meeting,
92457572,Dasha,Spick,10,Alysia,Transportation,associate,Preston,associate,Production,978-423-5007,$50000 to $74999,0,,walk,180,180,0,,,spanish,english,,,,,,,P,Partially_Meeting,
74965074,Arlyn,Haresnape,16,Patrica,Sales,none,Mord,associate,Management,978-958-0847,$100000 to $149999,2,,car,180,180,0,,,english,english,TRUE,,,TRUE,TRUE,,PRG,,
98795954,Nancy,Huncote,15,Britte,Science,associate,De witt,bachelor's,Arts,978-711-6100,$75000 to $99999,0,,car,180,180,0,,,english,english,,,TRUE,,,,P,Partially_Meeting,TRUE
92488404,Had,Ruxton,6,Sharleen,Sales,none,Aloysius,associate,Transportation,978-500-1121,$35000 to $49999,3,,car,180,180,0,,,english,english,,,,,,,,Not_Meeting,
86618028,Lynnelle,Norster,6,Lyndsie,Production,none,Kin,none,Sales,978-005-9113,$15000 to $19999,0,,car,127,180,0,,,english,spanish,,,,,,,,Meeting,
82834413,Kaitlynn,Spollen,6,Benny,Construction,none,Vinson,,Service,978-617-4005,$75000 to $99999,2,2,car,180,180,0,,,,english,,,TRUE,,,,,Not_Meeting,TRUE
87990490,Anderson,Segrott,11,Enid,Service,none,Jerrold,none,Other,978-963-7092,$35000 to $49999,3,,car,180,180,0,,,english,english,,,,,TRUE,,P,Not_Meeting,
33422102,Mellisa,Brandom,18,Dinnie,Arts,none,Chaddy,associate,,978-471-7460,$100000 to $149999,0,2,car,180,180,0,,,spanish,english,,,,,TRUE,,P,Meeting,
85683504,Fanechka,Duxbury,10,Aurie,Management,associate,,,,978-552-3700,$10000 to $14999,4,,car,180,180,0,,,spanish,english,,,,,TRUE,,P,Meeting,
97232661,Frankie,MacMenamin,10,Moina,Science,none,,,,978-859-0790,$100000 to $149999,0,,car,180,180,0,,,spanish,english,TRUE,,,,,,NI,,
69969058,Locke,Rantoull,5,Gabbey,Management,none,Sandor,masters,Other,978-284-9866,$150000 or more,4,,car,180,180,0,,,spanish,english,,,,,,,,Not_Meeting,
54019879,Engelbert,Labrenz,9,Gertie,Other,associate,,,,978-095-1135,$150000 or more,1,1,car,180,180,0,,,english,english,,,,,TRUE,,W,Partially_Meeting,TRUE
98734982,Kathrine,Kippling,10,Dacey,Business,,Huntington,associate,Production,978-692-0803,$100000 to $149999,2,2,car,180,180,0,,,english,english,,,,,,,W,Partially_Meeting,
26199520,Stanislaus,O'Dooghaine,14,Charlotta,Business,none,Woodrow,masters,,978-415-9361,$50000 to $74999,2,,car,180,180,0,,,english,english,,,,,,,P,Exceeding,
29029138,Freddy,Pourveer,15,Adella,Sales,none,Tabb,,,978-003-9456,$75000 to $99999,2,,car,180,180,0,,,spanish,english,,,TRUE,,,,A,Partially_Meeting,TRUE
28377966,Milli,Pree,5,Mariann,,masters,Morty,,Office,978-035-2129,$100000 to $149999,1,,car,180,180,0,,,english,english,,,,,,,,Partially_Meeting,
93509594,Berton,Beushaw,10,Anissa,Management,associate,Jamil,none,,978-377-5737,$35000 to $49999,3,,car,180,180,0,TRUE,Discovery,english,english,,,,,,,NI,Not_Meeting,
30071258,Dela,Woolner,5,Aeriell,Sales,associate,Ash,none,,978-533-0653,$150000 or more,4,,car,180,180,0,TRUE,Discovery,english,english,,,,,,,,Not_Meeting,
55630685,Roslyn,O'Deegan,12,Valeda,,associate,Sterling,,Office,978-492-6091,$150000 or more,4,,car,66,180,0,,,english,english,,,,,,,P,Exceeding,
34841358,Percy,Grzeszczyk,10,Katalin,Science,associate,,,,978-255-3155,$100000 to $149999,3,,car,44,180,0,,,english,english,,,,,,,P,Meeting,TRUE
77089647,Judith,Duthie,17,Brigitte,Service,none,Town,associate,,978-930-1141,$50000 to $74999,1,,bike,180,180,0,TRUE,YWCA,,spanish,,,,,,,P,Partially_Meeting,
45161987,Isak,Pavkovic,13,Celesta,Production,none,Nicky,none,Office,978-129-3546,$75000 to $99999,0,,car,180,180,0,,,english,english,,,,,,,NI,Partially_Meeting,TRUE
8046659,Adler,Rolles,15,Chad,,associate,,,,978-682-4271,$50000 to $74999,2,1,walk,180,180,0,,,english,english,,,,,TRUE,,A,Partially_Meeting,
9996324,Sorcha,Edgeler,16,Meggie,Other,,Michail,associate,Sales,978-069-9581,$35000 to $49999,1,,car,41,180,0,,,english,english,,,,,TRUE,,NI,Not_Meeting,
92608928,Harbert,Prover,14,Giovanna,,none,Westbrook,,,978-873-9145,$50000 to $74999,2,,car,180,180,0,,,english,english,,,,,,,P,,TRUE
78981565,Alika,Matyugin,13,Allison,Office,associate,Waverly,none,,978-307-6040,$100000 to $149999,4,,car,180,180,0,,,spanish,english,,,,TRUE,TRUE,,NI,Meeting,
35435810,Delainey,Wissby,16,Briny,,none,Shadow,,Management,978-133-8546,$20000 to $24999,4,,car,180,180,0,,,english,english,,,TRUE,,,,P,Meeting,TRUE
9946809,Gregor,Simkovich,9,Viola,Office,bachelor's,Julian,trade,Sales,978-432-8497,$100000 to $149999,0,,car,4,180,0,,,english,english,,,TRUE,TRUE,,,P,Meeting,TRUE
29741761,Paton,Vines,13,Maud,Arts,associate,Franklyn,none,Sales,978-992-1644,$100000 to $149999,4,,car,180,180,0,,,spanish,english,,,TRUE,,,,NI,Meeting,TRUE
30861199,Tyler,Wannes,9,Erica,Service,associate,Pacorro,none,Service,978-162-5613,$15000 to $19999,4,,car,180,180,0,,,spanish,english,,,TRUE,,TRUE,,NI,Partially_Meeting,
56654547,Carla,Canape,13,Lethia,Service,none,,,,978-924-9459,$100000 to $149999,3,,walk,180,180,0,,,english,english,,,TRUE,,,,W,Meeting,TRUE
62682980,Saloma,Botwood,11,Donielle,Production,,Lovell,trade,Service,978-612-8271,$50000 to $74999,0,,car,180,180,0,,,english,english,,,,,TRUE,,P,Meeting,
43001395,Dena,Althrope,6,Gianna,,associate,,,,978-805-8782,$150000 or more,1,,car,555,180,0,,,english,english,,,,,TRUE,,,Partially_Meeting,
15233484,Dyan,Garroch,18,Janeczka,Service,associate,Drud,masters,Science,978-070-0353,$150000 or more,0,0,bike,555,180,0,,,,english,,,,,,,P,Not_Meeting,
25370508,Brant,Filtness,5,,,associate,Torrin,associate,Sales,978-241-0585,$100000 to $149999,1,1,walk,180,180,0,TRUE,Discovery,english,english,,,,,,,,Partially_Meeting,TRUE
2575349,Lev,Tingey,16,Lavena,Service,bachelor's,,,,978-642-2396,$150000 or more,2,,car,180,180,0,,,,english,,,,,,,,Not_Meeting,
83987495,Bentley,Dax,14,Karry,Service,associate,Christie,associate,Business,978-611-2230,$100000 to $149999,3,,car,174,180,0,,,spanish,english,,,,,TRUE,,P,Exceeding,
4951033,Marika,Snugg,11,Ruthanne,Sales,bachelor's,Tim,associate,Business,978-651-6889,$35000 to $49999,2,,walk,90,180,0,,,english,english,,,TRUE,TRUE,TRUE,,P,Meeting,
5222090,Reid,O' Ronan,18,Pammi,,associate,,,,978-982-7249,$100000 to $149999,2,,car,180,180,0,TRUE,YMCA,,english,,,TRUE,,,,NI,Exceeding,
88333661,Cyrill,Abrashkin,11,Waneta,Other,,Allie,none,Service,978-720-6686,$150000 or more,3,,walk,180,180,0,TRUE,YMCA Greenleaf,spanish,english,,,,TRUE,TRUE,,A,Not_Meeting,
61808407,Mirna,Dymott,7,Randy,Arts,none,,,,978-062-7435,$50000 to $74999,2,,bike,180,180,0,TRUE,Discovery,,english,,,,,TRUE,,,Not_Meeting,
43477169,Janeva,Manson,9,Jourdan,,associate,,,,978-855-2597,$150000 or more,4,,car,180,180,0,,,english,english,TRUE,,,TRUE,,,NI,,
76415102,Deidre,Bulward,9,Lianna,Other,none,Jerrome,associate,Arts,978-429-7650,$150000 or more,3,,car,180,180,0,,,,english,,,TRUE,,,,P,Exceeding,
1838543,Hakim,Ygo,12,Blanche,,associate,Justino,,Arts,978-840-1459,$100000 to $149999,2,,bike,180,180,0,,,english,english,,,,,TRUE,,P,Partially_Meeting,TRUE
78644143,Floria,Thumnel,7,Max,,associate,Joachim,,Business,978-634-2579,$75000 to $99999,2,,car,180,180,0,TRUE,Discovery,english,english,,,TRUE,,TRUE,,A,Partially_Meeting,
54172757,Darcey,Overthrow,15,Sabina,,associate,Zak,associate,Office,978-978-5228,$100000 to $149999,4,,car,180,180,0,,,english,english,,,,,TRUE,,NI,Not_Meeting,
57646190,Cybill,Urion,10,Carlina,Sales,associate,Otto,associate,,978-977-3349,$100000 to $149999,3,,car,180,180,0,,,english,english,,,,,,,P,Meeting,TRUE
98553544,Viviene,York,12,Vera,Office,associate,Augustine,none,Management,978-645-9665,$35000 to $49999,3,,car,180,180,0,,,spanish,english,,,,,TRUE,,P,Meeting,TRUE
51353921,Gaile,Chittey,13,Marsha,Service,associate,Humphrey,masters,Office,978-180-8676,$75000 to $99999,2,,walk,180,180,0,,,english,english,TRUE,,,,TRUE,,P,Partially_Meeting,TRUE
18022776,Cecile,Ternault,9,Fifi,Sales,none,Alano,associate,Arts,978-689-7801,$10000 to $14999,1,,car,180,180,0,,,english,english,,,,,TRUE,,A,Meeting,
28078593,Rycca,Di Matteo,17,Ranee,Production,bachelor's,,,,978-794-2267,$100000 to $149999,1,,car,138,180,0,,,english,english,,,,,,,P,Exceeding,
61967606,Bethanne,McGuigan,10,Karlie,Business,associate,Kaine,none,Arts,978-843-9726,$25000 to $34999,3,,car,101,180,0,,,spanish,english,,,,,TRUE,,NI,Exceeding,
73943414,Cobbie,Wall,14,Danette,Management,none,Haslett,associate,Transportation,978-462-3454,$75000 to $99999,4,,car,180,180,0,,,spanish,english,,,,TRUE,TRUE,,W,Not_Meeting,
3628683,Micheline,Willoughey,13,Cicily,Business,associate,,,,978-941-8183,$150000 or more,1,,car,180,180,0,,,english,english,,,,,TRUE,,P,Exceeding,
51553166,Willyt,Gerriessen,15,Debera,Science,none,,,,978-183-8580,$100000 to $149999,0,,car,57,180,0,,,english,english,,,TRUE,,TRUE,,P,Meeting,TRUE
82162072,Borden,Symes,8,Carolynn,,associate,Welch,,Sales,978-978-2492,$150000 or more,1,,car,180,180,0,TRUE,Discovery,english,spanish,,,,,TRUE,,A,Not_Meeting,TRUE
350134,Janetta,Seiller,8,Victoria,,none,,,,978-363-6987,$100000 to $149999,3,,car,180,180,0,,,english,english,,,,,TRUE,,NI,Meeting,TRUE
51412722,Adelind,Krzyzaniak,6,Van,Science,trade,Albert,associate,Service,978-087-3854,$100000 to $149999,2,,bike,180,180,0,,,english,english,,,,,,,,Not_Meeting,
59521324,Cheston,Rozenzweig,15,Halette,Maintenance,associate,Cross,associate,,978-383-4555,$100000 to $149999,0,1,car,180,180,0,,,spanish,english,,,TRUE,,,,NI,Meeting,TRUE
58240355,Fredric,Ayliffe,14,Chere,Natural Resources,associate,,,,978-144-6200,$35000 to $49999,0,,car,180,180,0,,,english,english,TRUE,,,,TRUE,,NI,Not_Meeting,
46337075,Aeriel,Branca,18,Colline,Other,associate,,,,978-242-7101,$150000 or more,2,1,car,180,180,0,,,spanish,english,,,,,,,NI,Partially_Meeting,
68431065,Thorndike,Moggle,15,Vivien,Production,none,Walt,associate,Business,978-496-2446,$50000 to $74999,1,,car,180,180,0,,,spanish,english,,TRUE,,,,,A,Meeting,TRUE
94457033,Beryle,Rude,11,Marcy,,associate,Laurie,,,978-905-9301,$50000 to $74999,1,,bike,180,180,0,,,spanish,english,,,,,TRUE,,P,Not_Meeting,
14648960,Almira,Ralestone,10,Regine,Arts,associate,Garrett,none,,978-973-2280,$50000 to $74999,3,,car,175,180,0,TRUE,Wood School,spanish,spanish,,,,,TRUE,,NI,Partially_Meeting,
65965434,Rollin,Kluger,7,Hally,Business,trade,Kenon,associate,Construction,978-320-5013,$75000 to $99999,4,,car,75,180,0,,,english,english,,,,TRUE,TRUE,,P,Not_Meeting,
34884237,Amelina,Seeking,12,Ailee,Office,associate,Niven,none,,978-323-1896,$100000 to $149999,4,,car,180,180,0,,,,english,,,,,,,NI,Not_Meeting,TRUE
23156211,Kienan,Trenouth,16,Emili,,masters,,,,978-919-0735,$150000 or more,0,,car,136,180,0,,,english,english,TRUE,,TRUE,,,,,Meeting,
9180340,Pancho,Caze,12,Kari,,none,Arnoldo,,,978-244-0876,$100000 to $149999,2,,car,180,180,0,,,english,english,,,,,TRUE,,P,Exceeding,
66219084,Trumann,Scroxton,17,Morna,Sales,associate,Sarge,none,Office,978-827-6700,$50000 to $74999,2,,car,180,180,0,,,english,english,,,,,TRUE,,P,Partially_Meeting,
87627195,Anabelle,Cowap,8,Marci,Science,associate,,,,978-027-1916,$100000 to $149999,3,,car,35,180,0,TRUE,Discovery,spanish,english,,,,,,,A,Meeting,TRUE
73500747,Cindie,Mulloch,12,Tiphanie,Science,none,,,,978-628-9259,$100000 to $149999,0,,car,180,180,0,,,english,english,,,,,,,,Partially_Meeting,
72954569,Mack,Piscotti,11,Philippa,Service,none,,,,978-325-4369,$5000-$9999,0,,walk,175,180,0,,,english,english,,,,,TRUE,,NI,Meeting,
31385330,Ebonee,Argent,15,Robinet,Sales,associate,Moe,none,Arts,978-998-8122,$50000 to $74999,3,,car,180,180,0,TRUE,Discovery,,english,,,,,,,,Not_Meeting,
30634208,Arlina,Barhems,14,Renate,Maintenance,associate,Ryley,associate,Service,978-051-3136,$10000 to $14999,1,,walk,180,180,0,,,english,spanish,,,,,TRUE,,A,Partially_Meeting,
17802978,Orazio,Kenneway,15,Devina,Natural Resources,masters,Shellysheldon,trade,Management,978-045-5959,$150000 or more,4,,car,124,180,0,,,english,english,TRUE,TRUE,TRUE,,TRUE,,NI,Exceeding,TRUE
78175253,Adair,Mewburn,18,Lynn,,bachelor's,,,,978-456-2473,$50000 to $74999,1,,car,180,180,0,,,english,spanish,,,,TRUE,,,NI,,
73684925,Shurlock,Biford,7,Odele,Construction,trade,,,,978-565-3679,$50000 to $74999,4,2,car,104,180,0,,,spanish,english,,,,,TRUE,,W,Not_Meeting,TRUE
72809251,Mellicent,McVitie,12,Maisey,Maintenance,associate,Zachariah,bachelor's,Other,978-216-8372,$100000 to $149999,3,,car,180,180,0,,,spanish,english,,,TRUE,,TRUE,,P,Meeting,
87461331,Rycca,Iori,16,Hestia,Transportation,none,,,,978-272-0364,$75000 to $99999,3,3,car,180,180,0,,,english,english,,,,,,,NI,Partially_Meeting,
77691326,Hersh,Brumby,16,Aila,Production,bachelor's,,,,978-377-8016,$35000 to $49999,0,,car,555,180,0,,,english,spanish,,,,,TRUE,,P,Not_Meeting,
84259038,Inglis,Klais,8,Elinore,Management,none,,,,978-219-0271,$75000 to $99999,1,4,car,180,180,0,,,,english,,,TRUE,,TRUE,,,,
13988486,Pascale,Hutcheon,7,Natty,Office,none,Levey,none,Service,978-482-1208,$35000 to $49999,0,2,car,180,180,0,,,english,english,,,,,TRUE,,P,Exceeding,
24784938,Howie,Kirkland,11,Deonne,Management,associate,,,,978-316-7036,$150000 or more,2,0,car,41,180,0,,,english,english,TRUE,,,,,,NI,Not_Meeting,
41234920,Moe,Barrow,7,Ermina,Management,associate,Curtis,,Science,978-632-1471,$50000 to $74999,0,,car,180,180,0,,,english,english,,,,,,,,Partially_Meeting,
39364709,Gladys,Cicculi,12,Mariette,Office,none,Roarke,trade,Management,978-017-8006,$50000 to $74999,0,,car,180,180,0,,,english,english,,,,TRUE,,,P,Exceeding,TRUE
92239122,Lea,Vennings,16,Lilith,Transportation,associate,,,,978-121-0986,$75000 to $99999,4,4,car,180,180,0,,,english,english,,,,,,,NI,Not_Meeting,
78031740,Poul,Hradsky,11,Norri,Service,bachelor's,Uriah,bachelor's,Service,978-308-2528,$75000 to $99999,2,,bike,180,180,0,,,,english,,,,,,,NI,Not_Meeting,
92488465,Yale,Westwick,8,Lonnie,Other,none,Lloyd,associate,Management,978-338-3337,$100000 to $149999,2,,bike,180,180,0,,,english,spanish,TRUE,,TRUE,,,,A,Partially_Meeting,
88954852,Aileen,Schwand,18,Hettie,Sales,none,,,,978-341-9648,$50000 to $74999,0,,car,180,180,0,TRUE,Discovery,english,spanish,,,,TRUE,,,P,Not_Meeting,
92785269,Anetta,Gott,10,Kariotta,Office,bachelor's,Brad,associate,Science,978-608-6243,$35000 to $49999,1,,car,180,180,0,,,english,english,,,TRUE,,,,P,Partially_Meeting,
15523594,Julius,Feeley,13,Moira,,associate,,,,978-096-8088,$100000 to $149999,0,,bike,70,180,0,,,english,english,,,,,,,W,Not_Meeting,TRUE
96234072,Eugenio,Baybutt,7,Jacquelin,Production,none,Tracie,associate,Other,978-665-3220,$75000 to $99999,0,,car,180,180,0,,,english,english,,,,TRUE,TRUE,,P,Meeting,
67621618,Burnaby,Samett,16,Melisande,Other,none,,,,978-785-7350,$25000 to $34999,3,,walk,180,180,0,,,english,english,TRUE,,,,,,P,Partially_Meeting,TRUE
19969464,Finley,Blazi,16,Wilhelmina,Management,associate,Christiano,none,,978-379-1169,$100000 to $149999,2,,car,180,180,0,,,spanish,english,,,,,,,P,Not_Meeting,
60035978,Hanna,Hesbrook,9,Kathie,Production,none,Cletus,associate,Sales,978-922-5295,$100000 to $149999,0,,car,180,180,0,,,english,english,,,TRUE,,TRUE,,NI,Partially_Meeting,TRUE
6829598,Bambie,Broinlich,18,Ermengarde,Construction,trade,Dion,associate,Management,978-352-4012,$25000 to $34999,3,,car,180,180,0,,,spanish,spanish,,,,,,,P,Partially_Meeting,
61254064,Elga,Keeffe,9,Jacenta,Service,associate,,,,978-636-9963,$150000 or more,4,,car,180,180,0,,,english,spanish,,TRUE,TRUE,,TRUE,,P,Partially_Meeting,
29772658,Lucie,Gavaran,6,Brook,,none,Luca,,Office,978-437-4872,$50000 to $74999,2,,bike,180,180,0,TRUE,YMCA,english,english,,,TRUE,,TRUE,,,Partially_Meeting,TRUE
21210983,Paten,Tchir,15,Claude,Office,associate,Linoel,none,Business,978-158-3017,$100000 to $149999,4,,car,180,180,0,,,english,english,,,,,TRUE,,W,,
69576842,Cori,Croad,17,Inesita,Other,associate,Say,associate,Production,978-021-2333,$75000 to $99999,3,,car,180,180,0,,,english,english,,,,,TRUE,,NI,Partially_Meeting,TRUE
53982897,Rosemarie,Allchin,18,Trina,Business,associate,,,,978-423-0350,$35000 to $49999,3,,bike,180,180,0,,,english,english,,,,,,,P,Partially_Meeting,
36102191,Shaine,Lackham,9,Wilie,,none,Stacy,,Office,978-522-6390,$35000 to $49999,2,,car,180,180,0,,,english,english,,,,,,,W,Not_Meeting,
21371330,Ferrel,Molines,6,Helen,Other,none,Kort,none,Sales,978-869-8555,$35000 to $49999,4,,car,180,180,0,,,english,english,,,,,,,,Not_Meeting,
31213003,Clemmy,Blodgett,5,Lacee,Arts,associate,Toddy,none,Natural Resources,978-814-8339,$20000 to $24999,2,,car,143,180,1,,,spanish,english,,,,,,,,Partially_Meeting,
65461307,Kimberlyn,Willmore,13,Xenia,Business,,Claus,associate,Service,978-311-9365,$150000 or more,1,,car,75,180,0,,,english,spanish,,,,,TRUE,,NI,Meeting,TRUE
13497081,Markos,Brettor,13,Valerie,Business,none,Garner,,Production,978-980-3332,$35000 to $49999,0,,car,180,180,0,,,,english,,,,,,,P,Exceeding,
77220890,Nahum,Keme,7,Zorah,Other,,Selig,none,Sales,978-294-0448,$50000 to $74999,1,,car,175,180,1,,,spanish,english,,,,,,,NI,Partially_Meeting,
93475353,Hadlee,MacDonald,17,Caritta,Service,trade,Chickie,none,Other,978-103-1361,$75000 to $99999,4,,car,67,180,0,TRUE,Little Sprouts,english,english,,,,,,,W,Partially_Meeting,
34160085,Sky,McKimmey,18,Violet,Other,none,Consalve,bachelor's,Other,978-321-5461,$75000 to $99999,1,,car,180,180,0,,,spanish,english,,,TRUE,,,,P,Not_Meeting,
77201322,Magdalen,Filppetti,7,Fenelia,,none,,,,978-111-6368,$10000 to $14999,3,1,car,180,180,0,,,,english,,,,,TRUE,,NI,Meeting,
1240888,Christiano,Wield,18,Harriott,Business,none,Pepillo,associate,Sales,978-437-0677,$150000 or more,3,1,car,180,180,0,,,english,english,,,,,,,NI,Meeting,
